"﻿YEAR","JURISDICTION","AGE_GROUP","METRIC","BEST_DETECTION_METHOD","DETECTION_METHOD","AMPHETAMINE","CANNABIS","COCAINE","ECSTASY","METHYLAMPHETAMINE","OTHER","UNKNOWN","NO_DRUGS_DETECTED","COUNT","FINES","ARRESTS","CHARGES"
2023,"WA","40-64","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",2,,0,2
2023,"WA","17-25","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",2,,0,2
2023,"WA","17-25","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",2,,0,2
2023,"WA","40-64","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",2,,0,2
2023,"WA","26-39","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",2,,0,2
2023,"WA","17-25","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",2,,0,2
2023,"WA","17-25","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",2,,0,2
2023,"WA","40-64","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",2,,0,2
2023,"WA","40-64","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",2,,0,2
2023,"WA","40-64","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",2,,0,2
2023,"WA","17-25","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",2,,0,2
2023,"WA","26-39","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",2,,0,2
2023,"WA","26-39","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",2,,0,2
2023,"WA","26-39","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",2,,0,2
2023,"WA","40-64","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",2,,0,2
2023,"WA","40-64","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",2,,0,2
2023,"WA","26-39","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",2,,0,2
2023,"WA","40-64","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",2,,0,2
2023,"WA","17-25","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",2,,0,2
2023,"WA","26-39","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",2,,0,2
2023,"WA","40-64","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",2,,0,2
2023,"WA","17-25","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",2,,0,2
2023,"WA","26-39","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",2,,0,2
2023,"WA","40-64","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",2,,0,2
2023,"WA","40-64","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",2,,0,2
2023,"WA","40-64","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",2,,0,2
2023,"WA","40-64","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",2,,0,2
2023,"WA","26-39","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",2,,0,2
2023,"WA","40-64","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",2,,0,2
2023,"WA","26-39","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",2,,0,2
2023,"WA","26-39","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",2,,0,2
2023,"WA","26-39","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",2,,0,2
2023,"WA","40-64","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",2,,0,2
2023,"WA","40-64","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",2,,0,2
2023,"WA","26-39","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",2,,0,2
2023,"WA","26-39","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",2,,0,2
2023,"WA","17-25","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",2,,0,2
2023,"WA","40-64","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",2,,0,2
2023,"WA","40-64","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",2,,0,2
2023,"WA","40-64","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",2,,0,2
2023,"WA","17-25","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",2,,0,2
2023,"WA","26-39","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",2,,0,2
2023,"WA","26-39","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",2,,0,2
2023,"WA","40-64","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",2,,0,2
2023,"WA","26-39","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",1,,0,1
2023,"WA","26-39","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",1,,0,1
2023,"WA","40-64","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",1,,0,1
2023,"WA","17-25","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",1,,0,1
2023,"WA","40-64","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",1,,0,1
2023,"WA","26-39","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",1,,0,1
2023,"WA","17-25","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",1,,0,1
2023,"WA","40-64","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",1,,0,1
2023,"WA","65 and over","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",1,,0,1
2023,"WA","26-39","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",1,,0,1
2023,"WA","40-64","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",1,,0,1
2023,"WA","26-39","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",1,,0,1
2023,"WA","26-39","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",1,,0,1
2023,"WA","17-25","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",1,,0,1
2023,"WA","17-25","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",1,,0,1
2023,"WA","26-39","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",1,,0,1
2023,"WA","17-25","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",1,,0,1
2023,"WA","17-25","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",1,,0,1
2023,"WA","26-39","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",1,,0,1
2023,"WA","40-64","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",1,,0,1
2023,"WA","17-25","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",1,,0,1
2023,"WA","26-39","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",1,,0,1
2023,"WA","40-64","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",1,,0,1
2023,"WA","17-25","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",1,,0,1
2023,"WA","26-39","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",1,,0,1
2023,"WA","26-39","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",1,,0,1
2023,"WA","26-39","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",1,,0,1
2023,"WA","40-64","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",1,,0,1
2023,"WA","17-25","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",1,,0,1
2023,"WA","17-25","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",1,,0,1
2023,"WA","26-39","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",1,,0,1
2023,"WA","65 and over","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",1,,0,1
2023,"WA","17-25","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",1,,0,1
2023,"WA","0-16","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",1,,0,1
2023,"WA","26-39","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",1,,0,1
2023,"WA","40-64","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",1,,0,1
2023,"WA","26-39","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",1,,0,1
2023,"WA","26-39","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",1,,0,1
2023,"WA","40-64","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",1,,0,1
2023,"WA","26-39","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",1,,0,1
2023,"WA","65 and over","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",1,,0,1
2023,"WA","40-64","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",1,,0,1
2023,"WA","40-64","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",1,,0,1
2023,"WA","40-64","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",1,,0,1
2023,"WA","40-64","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",1,,0,1
2023,"WA","40-64","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",1,,0,1
2023,"WA","17-25","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",1,,0,1
2023,"WA","26-39","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",1,,0,1
2023,"WA","26-39","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",1,,0,1
2023,"WA","40-64","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",1,,0,1
2023,"WA","17-25","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",1,,0,1
2023,"WA","26-39","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",1,,0,1
2023,"WA","40-64","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",1,,0,1
2023,"WA","40-64","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",1,,0,1
2023,"WA","26-39","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",1,,0,1
2023,"WA","26-39","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",1,,0,1
2023,"WA","26-39","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",1,,0,1
2023,"WA","40-64","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",1,,0,1
2023,"WA","17-25","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",1,,0,1
2023,"WA","26-39","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",1,,0,1
2023,"WA","40-64","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",1,,0,1
2023,"WA","40-64","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",1,,0,1
2023,"WA","26-39","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",1,,0,1
2023,"WA","40-64","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",1,,0,1
2023,"WA","17-25","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",1,,0,1
2023,"WA","40-64","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",1,,0,1
2023,"WA","17-25","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",1,,0,1
2023,"WA","26-39","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",1,,0,1
2023,"WA","40-64","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",1,,0,1
2023,"WA","40-64","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",1,,0,1
2023,"WA","17-25","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",1,,0,1
2023,"WA","26-39","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",1,,0,1
2023,"WA","26-39","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",1,,0,1
2023,"WA","26-39","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",1,,0,1
2023,"WA","40-64","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",1,,0,1
2023,"WA","40-64","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",1,,0,1
2023,"WA","17-25","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",1,,0,1
2023,"WA","40-64","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",1,,0,1
2023,"WA","17-25","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",1,,0,1
2023,"WA","40-64","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",1,,0,1
2023,"WA","26-39","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",1,,0,1
2023,"WA","40-64","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",1,,0,1
2023,"WA","17-25","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",1,,0,1
2023,"WA","40-64","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",1,,0,1
2023,"WA","17-25","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",1,,0,1
2023,"WA","26-39","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",1,,0,1
2023,"WA","40-64","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",1,,0,1
2023,"WA","40-64","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",1,,0,1
2023,"WA","26-39","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",1,,0,1
2023,"WA","0-16","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",1,,0,1
2023,"WA","40-64","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",1,,0,1
2023,"WA","17-25","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",1,,0,1
2023,"WA","26-39","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",1,,0,1
2023,"WA","26-39","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",1,,0,1
2023,"WA","40-64","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",1,,0,1
2023,"WA","26-39","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",1,,0,1
2023,"WA","26-39","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",1,,0,1
2023,"WA","0-16","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",1,,0,1
2023,"WA","26-39","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",1,,0,1
2023,"WA","17-25","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",1,,0,1
2023,"WA","26-39","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",1,,0,1
2023,"WA","40-64","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",1,,0,1
2023,"WA","26-39","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",1,,0,1
2023,"WA","26-39","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",1,,0,1
2023,"WA","40-64","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",1,,0,1
2023,"WA","26-39","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",1,,0,1
2023,"WA","26-39","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",1,,0,1
2023,"WA","26-39","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",1,,0,1
2023,"WA","40-64","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",1,,0,1
2023,"WA","40-64","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",1,,0,1
2023,"WA","17-25","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",1,,0,1
2023,"WA","40-64","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",1,,0,1
2023,"WA","40-64","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",1,,0,1
2023,"WA","26-39","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",1,,0,1
2023,"WA","26-39","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",1,,0,1
2023,"WA","26-39","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",1,,0,1
2023,"WA","26-39","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",1,,0,1
2023,"WA","40-64","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",1,,0,1
2023,"WA","40-64","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",1,,0,1
2023,"WA","40-64","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",1,,0,1
2023,"WA","17-25","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",1,,0,1
2023,"WA","26-39","positive_drug_tests","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",1,,0,1
